gene_0001	seripauperin PAU8
gene_5622	DNA-directed RNA polymerase III core subunit RPO31
gene_5623	proteasome regulatory particle base subunit RPT5
gene_5624	Rtc5p
gene_5625	protein kinase RIO1
gene_5626	glycerol 2-dehydrogenase (NADP(+)) GCY1
gene_5627	profilin
gene_5628	Leo1p
gene_5629	ubiquitin-specific protease UBP2
gene_5630	putative monooxygenase CAT5
gene_5631	isoamyl acetate-hydrolyzing esterase
gene_5632	Rga1p
gene_5633	phosphoribosylaminoimidazole carboxylase ADE2
gene_5634	Afi1p
gene_5635	Ort1p
gene_5637	putative haloacid dehalogenase-like hydrolase
gene_5638	retromer subunit VPS17
gene_5639	elongation factor 2
gene_5640	Bag7p
gene_5641	isocitrate dehydrogenase (NAD(+)) IDH2
gene_5642	Sia1p
gene_5643	Rup1p
gene_5644	Sfl1p
gene_5645	Arp8p
gene_5646	succinate--CoA ligase (GDP-forming) subunit alpha
gene_5648	gag-pol fusion protein
gene_5649	gag protein
gene_5650	thiamine diphosphokinase
gene_5651	Elg1p
gene_5652	Pno1p
gene_5653	Mdm32p
gene_5654	Spp2p
gene_5655	glycosylphosphatidylinositol-alpha 1,2 mannosyltransferase
gene_5656	mitochondrial 54S ribosomal protein YmL23
gene_5657	DNA-directed RNA polymerase II core subunit RPB2
gene_5658	Atg40p
gene_5659	ATP-binding cassette multidrug transporter PDR5
gene_5660	Slp1p
gene_5661	IMP 5'-nucleotidase
gene_5662	SUMO ligase NFI1
gene_5663	proteasome core particle subunit beta 2
gene_5664	mitochondrial 37S ribosomal protein PET123
gene_5665	mRNA splicing protein SME1
gene_5666	Mtr10p
gene_5667	Pns1p
gene_5668	hypothetical protein
gene_5669	Yrr1p
gene_5670	polyphosphatase DDP1
gene_5671	Get4p
gene_5672	dynamin-like GTPase SEY1
gene_5673	mRNA-processing endoribonuclease
gene_5674	ribosomal 40S subunit protein S28A
gene_5675	glutamine--tRNA ligase
gene_5676	sphinganine kinase LCB4
gene_5677	Yrm1p
gene_5678	5'-(N(7)-methyl 5'-triphosphoguanosine)-(mRNA) diphosphatase
gene_5679	Med4p
gene_5680	lysophospholipid acyltransferase
gene_5681	ferrochelatase HEM15
gene_5683	Mpc54p
gene_5684	protein phosphatase regulator GAC1
gene_5685	cleavage polyadenylation factor subunit SYC1
gene_5686	putative dodecenoyl-CoA isomerase DCI1
gene_5687	actin-binding protein LAS17
gene_5688	ribosomal 40S subunit protein S30B
gene_5689	Fyv12p
gene_5690	O-phospho-L-serine:2-oxoglutarate transaminase
gene_5692	Ran GTPase GSP2
gene_5693	hypothetical protein
gene_5694	translation elongation factor Tu
gene_5695	Msb1p
gene_5696	Ies4p
gene_5697	glucan 1,3-beta-glucosidase
gene_5698	translocase ULS1
gene_5699	thiamine transporter
gene_5700	hypothetical protein
gene_5701	gag-pol fusion protein
gene_5702	gag protein
gene_5704	Pex27p
gene_5705	transcription initiation factor IIA large subunit
gene_5706	Slk19p
gene_5707	putative lipoate synthase
gene_5708	Ca(2+)-dependent cysteine protease MCA1
gene_5709	Bfr1p
gene_5710	Mrm1p
gene_5711	imidazoleglycerol-phosphate dehydratase HIS3
gene_5712	DEAD-box ATP-dependent RNA helicase DED1
gene_5713	Gep3p
gene_5714	mRNA-binding ribosome synthesis protein NOC2
gene_5715	DNA-directed RNA polymerase III core subunit RET1
gene_5716	tyrosine protein phosphatase PTP2
gene_5717	nicotinate phosphoribosyltransferase
gene_5718	DNA-directed RNA polymerase core subunit RPB10
gene_5719	dynamin-related GTPase MGM1
gene_5720	G protein subunit beta
gene_5721	Sas5p
gene_5722	Spr2p
gene_5723	Aim41p
gene_5724	Rud3p
gene_5725	replication factor C subunit 1
gene_5726	Ste13p
gene_5727	Rcn2p
gene_5728	[acyl-carrier-protein] S-malonyltransferase
gene_5729	mitochondrial 2-oxodicarboxylate carrier
gene_5731	Dsc3p
gene_5732	DNA-directed RNA polymerase core subunit RPB8
gene_5733	putative iron-binding protein ISU2
gene_5734	Her1p
gene_5735	Mcp1p
gene_5736	transcriptional modulator
gene_5737	transcriptional modulator
gene_5738	mitogen-activated protein kinase kinase MKK1
gene_5739	Mge1p
gene_5740	putative serine/threonine protein kinase KIN4
gene_5741	ribosomal 60S subunit protein L33B
gene_5742	Irc13p
gene_5744	dihydrofolate reductase
gene_5745	oxysterol-binding protein related protein HES1
gene_5746	hypothetical protein
gene_5747	Abp140p
gene_5748	tetrahydrofolate synthase
gene_5749	Ssp2p
gene_5750	pseudouridine synthase PUS7
gene_5751	NuA4 histone acetyltransferase complex catalytic subunit ESA1
gene_5752	diacylglycerol O-acyltransferase
gene_5753	Env9p
gene_5754	Srl1p
gene_5755	anaphase promoting complex subunit 5
gene_5756	cleavage polyadenylation factor subunit CLP1
gene_5757	thiosulfate sulfurtransferase
gene_5758	Tma16p
gene_5759	peptide alpha-N-acetyltransferase subunit NAT5
gene_5760	protein-transporting protein SEC63
gene_5761	Osw1p
gene_5762	putative zinc metalloprotease
gene_5763	centrin
gene_5764	DNA 5'-adenosine monophosphate hydrolase
gene_5765	proteasome regulatory particle base subunit RPT4
gene_5766	translation initiation factor eIF2B subunit gamma
gene_5767	proteasome regulatory particle lid subunit RPN8
gene_5768	putative GTPase GPN2
gene_5769	Dse3p
gene_5770	Rbl2p
gene_5771	Pnt1p
gene_5772	putative serine/threonine protein kinase HRK1
gene_5773	hypothetical protein
gene_5774	Pac1p
gene_5775	H(+)-transporting V0 sector ATPase subunit a
gene_5776	Fsf1p
gene_5778	Ytm1p
gene_5779	Tpo4p
gene_5780	tRNA dimethylallyltransferase
gene_5781	Rim20p
gene_5782	Caf20p
gene_5785	uroporphyrinogen-III synthase HEM4
gene_5786	Rfm1p
gene_5787	putative serine hydrolase
gene_5788	Plp2p
gene_5789	phosphoglycerate mutase
gene_5790	Hua2p
gene_5791	thiosulfate sulfurtransferase RDL1
gene_5792	thiosulfate sulfurtransferase RDL2
gene_5793	rRNA-processing protein RRP36
gene_5794	protein disulfide isomerase MPD1
gene_5795	hypothetical protein
gene_5797	SWI/SNF catalytic subunit SNF2
gene_5798	putative acid anhydride hydrolase
gene_5799	hypothetical protein
gene_5800	ribosomal 40S subunit protein S10A
gene_5801	hypothetical protein
gene_5802	Rrs1p
gene_5803	Uaf30p
gene_5804	hypothetical protein
gene_5805	Tim18p
gene_5806	Mum3p
gene_5807	Mbf1p
gene_5808	exomer complex subunit
gene_5809	Rax1p
gene_5810	hypothetical protein
gene_5811	carbamoyl-phosphate synthase (glutamine-hydrolyzing) CPA1
gene_5812	DNA translocase
gene_5813	Bil1p
gene_5814	Rrg7p
gene_5815	Mch5p
gene_5816	Sly41p
gene_5817	U4/U6-U5 snRNP complex subunit SNU66
gene_5818	RNA-processing protein NOP58
gene_5819	diacylglycerol kinase
gene_5820	ribosomal 60S subunit protein L20B
gene_5821	Sps4p
gene_5822	hypothetical protein
gene_5823	Sfg1p
gene_5824	metal cation transporter COT1
gene_5825	hypothetical protein
gene_5826	long-chain fatty acid-CoA ligase FAA1
gene_5827	U2 snRNP complex subunit HSH49
gene_5828	glucose N-acetyltransferase
gene_5829	dolichyl-phosphate-mannose-protein mannosyltransferase PMT3
gene_5830	Ldb19p
gene_5831	glutamate-5-semialdehyde dehydrogenase
gene_5832	Frt1p
gene_5833	myosin 2
gene_5834	SNAP receptor SNC2
gene_5835	ATP-binding cassette multidrug transporter PDR10
gene_5836	Scd5p
gene_5837	DNA-directed DNA polymerase gamma MIP1
gene_5838	H(+)-transporting V1 sector ATPase subunit E
gene_5839	Mrs2p
gene_5840	alanine--tRNA ligase
gene_5841	Kre5p
gene_5842	Tea1p
gene_5843	hypothetical protein
gene_5844	putative E2 ubiquitin-protein ligase UBC11
gene_5845	DNA-directed RNA polymerase I subunit RPA43
gene_5846	DNA-directed RNA polymerase I core subunit RPA190
gene_5847	hypothetical protein
gene_5848	hypothetical protein
gene_5849	gag-pol fusion protein
gene_5850	gag protein
gene_5852	Tye7p
gene_5854	deoxycytidyl transferase
gene_5855	pyruvate kinase PYK2
gene_5856	proline permease PUT4
gene_5857	Cin1p
gene_5858	Mne1p
gene_5859	serine/threonine protein kinase MEK1
gene_5860	TFIIH complex subunit TFB6
gene_5861	Sog2p
gene_5862	Msc6p
gene_5863	Gds1p
gene_5864	putative electron-transferring-flavoprotein dehydrogenase
gene_5865	Snx3p
gene_5866	Hap5p
gene_5867	Vts1p
gene_5868	3',5'-cyclic-nucleotide phosphodiesterase PDE2
gene_5869	translation initiation factor eIF3 core subunit b
gene_5870	proteasome core particle subunit alpha 7
gene_5871	oleate-activated transcription factor PIP2
gene_5872	putative flavin adenine dinucleotide transporter
gene_5873	Scp1p
gene_5874	Rad17p
gene_5875	ribosomal 40S subunit protein S12
gene_5876	GTPase-activating protein MRS6
gene_5877	Gpb1p
gene_5878	Ndd1p
gene_5879	Nud1p
gene_5880	aldehyde dehydrogenase (NADP(+)) ALD4
gene_5881	glutamate dehydrogenase (NADP(+)) GDH1
gene_5882	hypothetical protein
gene_5883	hypothetical protein
gene_5884	alcohol O-acetyltransferase
gene_5885	Amf1p
gene_5886	Rdr1p
gene_5887	ferric-chelate reductase
gene_5888	hypothetical protein
gene_5889	Fit2p
gene_5890	Fit3p
gene_5891	putative ferric-chelate reductase
gene_5892	hypothetical protein
gene_5893	deoxyribodipyrimidine photo-lyase PHR1
gene_5894	hypothetical protein
gene_5895	formate dehydrogenase (NAD+)
gene_5896	hypothetical protein
gene_5897	fluoride transporter
gene_5898	glutathione-independent methylglyoxalase family protein
gene_5899	phosphopyruvate hydratase ERR1
gene_5900	seripauperin PAU21
gene_5901	hypothetical protein
gene_5902	Y' element ATP-dependent helicase protein 1 copy 8
gene_5903	Y' element ATP-dependent helicase protein 1 copy 7
gene_5904	seripauperin PAU22
gene_5905	phosphopyruvate hydratase ERR2
gene_5906	glutathione-independent methylglyoxalase family protein
gene_5907	fluoride transporter
gene_5908	hypothetical protein
gene_5909	hypothetical protein
gene_5912	bifunctional polyamine/amino acid permease SAM3
gene_5913	S-adenosylmethionine-homocysteine S-methyltransferase SAM4
gene_5914	Pbi1p
gene_5915	F1F0 ATP synthase subunit epsilon
gene_5916	ATP-binding cassette permease MDL2
gene_5917	Kar9p
gene_5918	phosphatidylinositol phospholipase C
gene_5919	Acm1p
gene_5920	putative dimethyladenosine transferase
gene_5921	Dip5p
gene_5922	hypothetical protein
gene_5923	Kel3p
gene_5924	fumarase FUM1
gene_5925	hypothetical protein
gene_5926	hypothetical protein
gene_5927	Apm1p
gene_5928	bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase
gene_5930	gag-pol fusion protein
gene_5931	gag protein
gene_5932	hypothetical protein
gene_5933	cyclin CLN2
gene_5934	Bbp1p
gene_5935	Hfi1p
gene_5936	Vik1p
gene_5937	adrenodoxin
gene_5938	Atg41p
gene_5939	ribosomal 60S subunit protein L36B
gene_5940	Gyp5p
gene_5941	galactose-responsive transcription factor GAL4
gene_5942	hypothetical protein
gene_5943	putative rhomboid protease RBD2
gene_5944	hypothetical protein
gene_5945	Hut1p
gene_5946	signal recognition particle subunit SRP68
gene_5947	Iqg1p
gene_5948	GTPase-activating protein CIN2
gene_5949	Hsp90 family chaperone HSP82
gene_5950	Yar1p
gene_5951	translation initiation factor eIF2 subunit beta
gene_5952	putative serine/threonine protein kinase ENV7
gene_5953	RuvB family ATP-dependent DNA helicase reptin
gene_5954	H(+)-transporting V0 sector ATPase subunit c'
gene_5955	MIND complex subunit NSL1
gene_5956	syntaxin
gene_5957	trifunctional fatty acid synthase subunit FAS2
gene_5958	Usv1p
gene_5959	hypothetical protein
gene_5960	polynucleotide 5'-phosphatase
gene_5961	dolichyl-phosphate beta-glucosyltransferase
gene_5962	New1p
gene_5963	hypothetical protein
gene_5964	Mmt2p
gene_5965	Gre1p
gene_5966	Fmp40p
gene_5967	flavin adenine dinucleotide transporter
gene_5968	ribosomal 60S subunit protein L1A
gene_5969	Pcl8p
gene_5970	Arf family GTPase SAR1
gene_5971	GTPase BMS1
gene_5972	hypothetical protein
gene_5973	Cbp3p
gene_5974	bifunctional hydroxyethylthiazole kinase/thiamine-phosphate diphosphorylase
gene_5975	U2 snRNP complex subunit LEA1
gene_5976	pseudouridine synthase PUS1
gene_5977	ribosome biosynthesis protein NIP7
gene_5978	signal recognition particle subunit SRP72
gene_5979	aurora kinase
gene_5980	protein-lysine N-methyltransferase
gene_5981	putative tRNA 4-demethylwyosine synthase
gene_5982	phosphatidylglycerol phospholipase
gene_5983	serine/threonine protein kinase HRR25
gene_5984	cAMP-dependent protein kinase catalytic subunit TPK2
gene_5985	Aft2p
gene_5986	Yig1p
gene_5987	Csm4p
gene_5988	hypothetical protein
gene_5989	ribosomal 60S subunit protein L7B
gene_5991	Oxr1p
gene_5992	Apl5p
gene_5993	Ddc1p
gene_5994	Rsa1p
gene_5995	pheromone-regulated protein PRM3
gene_5996	hypothetical protein
gene_5997	Nab3p
gene_5998	Coa2p
gene_5999	putative O-acyltransferase
gene_6000	NADH kinase
gene_6001	Mf(alpha)1p
gene_6002	Uip4p
gene_6003	Mrn1p
gene_6004	putative mitochondrial 54S ribosomal protein RTC6
gene_6005	Rtt10p
gene_6006	Cti6p
gene_6007	Tco89p
gene_6008	Ppq1p
gene_6010	Cbc2p
gene_6011	Cup9p
gene_6012	Tre1p
gene_6013	phosphatidylinositol N-acetylglucosaminyltransferase SPT14
gene_6014	Nip100p
gene_6015	mitochondrial 54S ribosomal protein YmL40
gene_6016	protoheme IX farnesyltransferase
gene_6017	NADPH dehydrogenase
gene_6018	Dap1p
gene_6019	Mex67p
gene_6020	Mrx4p
gene_6021	Rev3p
gene_6022	Atg29p
gene_6023	Set6p
gene_6024	mismatch repair protein MLH3
gene_6025	Svs1p
gene_6026	hypothetical protein
gene_6027	Bem4p
gene_6028	leucine--tRNA ligase CDC60
gene_6029	Pet20p
gene_6030	Aim44p
gene_6031	RNA methyltransferase
gene_6032	pheromone-regulated protein PRM4
gene_6033	Kip2p
gene_6034	proteinase A
gene_6035	serine/threonine/tyrosine protein kinase RAD53
gene_6036	hypothetical protein
gene_6037	peptidylprolyl isomerase RRD2
gene_6038	mRNA splicing protein PRP46
gene_6039	non-specific serine/threonine protein kinase
gene_6040	Atg5p
gene_6041	holo-[acyl-carrier-protein] synthase
gene_6042	ATP-binding cassette long-chain fatty acid transporter PXA1
gene_6043	Nop53p
gene_6044	oxysterol-binding protein KES1
gene_6045	Poc4p
gene_6047	ribosomal 60S subunit protein L33A
gene_6048	protein kinase FRK1
gene_6049	putative mitogen-activated protein kinase kinase MKK2
gene_6050	Ume1p
gene_6051	Spp1p
gene_6052	protein phosphatase regulator GIP3
gene_6053	iron-binding protein ISU1
gene_6054	mitochondrial 2-oxodicarboxylate carrier
gene_6055	Rds2p
gene_6056	Cox11p
gene_6057	ribosomal 60S subunit protein L5
gene_6058	Spo19p
gene_6059	TATA-binding protein-associated factor TAF14
gene_6060	Tbf1p
gene_6061	histone H1
gene_6062	Nan1p
gene_6063	Kap120p
gene_6064	Spc29p
gene_6065	ribonuclease T2
gene_6066	TFIIH/NER complex subunit TFB2
gene_6067	Mei5p
gene_6068	beclin 1
gene_6069	hypothetical protein
gene_6070	putative DEAD-box ATP-dependent RNA helicase DBP1
gene_6071	mitochondrial 37S ribosomal protein MRP51
gene_6072	isopentenyl-diphosphate delta-isomerase IDI1
gene_6073	histone deacetylase
gene_6074	Bem3p
gene_6075	glyoxylate reductase
gene_6076	Pex25p
gene_6078	arginase
gene_6079	glycerophosphocholine phosphodiesterase
gene_6080	hypothetical protein
gene_6081	hypothetical protein
gene_6082	hypothetical protein
gene_6083	adenyl-nucleotide exchange factor SSE1
gene_6084	Syh1p
gene_6085	aspartate--tRNA ligase MSD1
gene_6086	N-acetylphosphatidylethanolamine-hydrolyzing phospholipase D
gene_6087	Elongator subunit ELP4
gene_6088	Atg21p
gene_6089	Ina17p
gene_6090	Mgr2p
gene_6091	tyrosine--tRNA ligase MSY1
gene_6092	Eri1p
gene_6093	peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase
gene_6094	medium-chain fatty acid ethyl ester synthase/esterase
gene_6095	Sec63 complex subunit SEC62
gene_6096	putative GTPase NOG1
gene_6097	Ssu1p
gene_6098	glutathione-disulfide reductase GLR1
gene_6099	ribosomal 40S subunit protein S6A
gene_6100	Rlm1p
gene_6101	aldo-keto reductase superfamily protein
gene_6102	alkaline dihydroceramidase
gene_6103	Elongator subunit ELP3
gene_6104	Sec16p
gene_6105	Bro1p
gene_6106	tRNA splicing endonuclease subunit SEN54
gene_6107	DNA-binding ATPase
gene_6108	ribosomal 40S subunit protein S9A
gene_6109	hypothetical protein
gene_6110	ribosomal 60S subunit protein L21B
gene_6111	F1F0 ATP synthase subunit 4
gene_6112	hypothetical protein
gene_6113	phosphatidylinositol N-acetylglucosaminyltransferase
gene_6114	transcription regulator GCR1
gene_6115	putative AAA family ATPase YTA6
gene_6116	putative ubiquitin-specific protease UBP16
gene_6117	hypothetical protein
gene_6118	guanine nucleotide exchange factor MUK1
gene_6119	farnesyltranstransferase
gene_6120	hypothetical protein
gene_6121	hypothetical protein
gene_6122	Rgl1p
gene_6123	ESCRT-I subunit protein VPS28
gene_6124	putative peptidylprolyl isomerase CWC27
gene_6125	protein translocase subunit TIM50
gene_6126	hypothetical protein
gene_6127	aldehyde dehydrogenase (NADP(+)) ALD6
gene_6128	Mfm1p
gene_6130	hypothetical protein
gene_6131	monothiol glutaredoxin GRX5
gene_6132	ATP-binding cassette multidrug transporter PDR12
gene_6133	mannosylinositol phosphorylceramide synthase catalytic subunit SUR1
gene_6134	Lcl1p
gene_6135	Lge1p
gene_6136	Lee1p
gene_6137	putative mannosyltransferase
gene_6138	Oaz1p
gene_6139	Arf family GTPase ARL3
gene_6140	mannosyltransferase complex subunit MNN9
gene_6141	Dig1p
gene_6142	translation elongation factor EF1B gamma
gene_6143	SAGA histone acetyltransferase complex subunit SGF11
gene_6144	elongin C
gene_6145	tethering complex subunit VPS16
gene_6146	mRNA-binding ribosome biosynthesis protein NOP4
gene_6147	cyclin-dependent serine/threonine protein kinase SSN3
gene_6148	Mrx11p
gene_6149	isoleucine--tRNA ligase ISM1
gene_6150	hypothetical protein
gene_6151	hypothetical protein
gene_6152	Met31p
gene_6153	Egd1p
gene_6154	H(+)-exporting P2-type ATPase PMA2
gene_6155	hypothetical protein
gene_6156	Srl4p
gene_6157	Svl3p
gene_6158	cyclin-dependent serine/threonine-protein kinase PHO85
gene_6159	tRNA (uracil) methyltransferase
gene_6160	ATP-dependent RNA helicase SUV3
gene_6161	acetyl-CoA C-acetyltransferase
gene_6162	Sma1p
gene_6163	putative serine/threonine protein kinase SKS1
gene_6164	Rmi1p
gene_6165	methylenetetrahydrofolate reductase (NAD(P)H) MET12
gene_6166	ssDNA endodeoxyribonuclease RAD1
gene_6167	Ecm23p
gene_6168	SUMO protease ULP1
gene_6169	vacuolar transporter chaperone
gene_6170	Ctf19p
gene_6171	Irc15p
gene_6172	Swi1p
gene_6173	histone deacetylase HST2
gene_6174	Cip1p
gene_6175	mitochondrial 37S ribosomal protein MRPS16
gene_6176	mRNA-binding protein RRP12
gene_6177	Taf3p
gene_6178	coatomer subunit zeta
gene_6179	Rqc2p
gene_6180	Chl1p
gene_6181	transcription factor TFIIIC subunit TFC8
gene_6182	sphingolipid transporter
gene_6183	Aep3p
gene_6184	lipid-binding protein LSP1
gene_6185	Ula1p
gene_6186	ESCRT-II subunit protein SNF8
gene_6187	histone acetyltransferase catalytic subunit HAT1
gene_6188	citrate (Si)-synthase CIT3
gene_6189	putative 2-methylcitrate dehydratase
gene_6191	hypothetical protein
gene_6192	Aim45p
gene_6193	Hal1p
gene_6194	methylisocitrate lyase ICL2
gene_6195	Rec8p
gene_6197	Haa1p
gene_6198	Sut2p
gene_6199	DNA-directed RNA polymerase I core subunit RPA135
gene_6201	hypothetical protein
gene_6202	hypothetical protein
gene_6203	Cmr3p
gene_6204	hypothetical protein
gene_6205	hypothetical protein
gene_6206	translation initiation factor 6
gene_6207	guanine nucleotide exchange factor DSS4
gene_6208	Rlf2p
gene_6209	MCM DNA helicase complex subunit MCM4
gene_6210	F1F0 ATP synthase subunit g
gene_6211	amino acid transporter AGC1
gene_6212	Sdd4p
gene_6213	Eaf3p
gene_6214	i-AAA protease YME1
gene_6215	TFIIH complex kinase subunit CCL1
gene_6216	alpha,alpha-trehalase ATH1
gene_6217	hypothetical protein
gene_6219	Yop1p
gene_6220	Apl4p
gene_6221	Csr2p
gene_6222	Nto1p
gene_6223	Rab GTPase-binding protein SRO7
gene_6224	histidine--tRNA ligase
gene_6225	Arp7p
gene_6226	glutamate--ammonia ligase
gene_6227	H(+)-transporting V1 sector ATPase subunit H
gene_6228	Spo24p
gene_6229	flavin-linked sulfhydryl oxidase
gene_6230	Tip41p
gene_6231	translation initiation factor eIF5
gene_6232	Puf2p
gene_6233	ribosomal 60S subunit protein L43A
gene_6234	Thp3p
gene_6235	Mcm16p
gene_6236	phenylalanine--tRNA ligase
gene_6237	NAPDH-dependent diflavin reductase
gene_6238	autophagy protein ATG11
gene_6239	peptide alpha-N-acetyltransferase MAK3
